100000,29.77916667,-7.9625
100001,30.3375,-5.820833333
100002,30.64583333,-8.479166667
100003,30.9375,-6.9125
100004,31.22083333,-8.245833333
100005,31.2375,-6.145833333
100006,31.30416667,-4.254166667
100007,31.45416667,-4.220833333
100008,31.49583333,-4.3875
100009,31.5125,-5.479166667
100010,31.67083333,-8.354166667
100011,31.69583333,-4.9375
100012,31.72916667,-7.004166667
100013,31.95416667,-4.395833333
100014,31.95416667,-6.5625
100015,32.05416667,-8.670833333
100016,32.20416667,-6.795833333
100017,32.2125,-8.5125
100018,32.2625,-4.4875
100019,32.50416667,-7.1875
100020,32.54583333,-1.945833333
100021,32.55416667,-6.020833333
100022,32.57916667,-6.254166667
100023,32.6375,3.770833333
100024,32.6375,-5.9125
100025,32.67916667,-4.720833333
100026,32.72083333,-5.0875
100027,32.75416667,-5.7125
100028,32.7625,-6.379166667
100029,32.82083333,-8.520833333
100030,32.84583333,-6.8625
100031,32.85416667,-6.545833333
100032,32.8875,-6.7625
100033,32.9125,-5.6375
100034,32.94583333,-8.220833333
100035,33.0375,-3.979166667
100036,33.05416667,-7.2375
100037,33.07916667,5.8875
100038,33.1375,6.129166667
100039,33.14583333,-5.8375
100040,33.15416667,-5.5625
100041,33.2625,-7.229166667
100042,33.3125,6.829166667
100043,33.32916667,-3.695833333
100044,33.37083333,6.929166667
100045,33.4125,-7.4375
100046,33.42083333,-5.2125
100047,33.4375,6.895833333
100048,33.5125,-6.604166667
100049,33.59583333,-7.120833333
100050,33.62916667,-5.5875
100051,33.62916667,-7.320833333
100052,33.6625,-5.3625
100053,33.70416667,-5.004166667
100054,33.77083333,10.0625
100055,33.7875,10.9125
100056,33.7875,-6.779166667
100057,33.79583333,-4.8125
100058,33.8125,-6.045833333
100059,33.84583333,10.79583333
100060,33.8625,2.7875
100061,33.87083333,-6.304166667
100062,33.9125,2.920833333
100063,33.9375,-6.7375
100064,34.02083333,-2.095833333
100065,34.0375,-4.429166667
100066,34.04583333,-5.520833333
100067,34.17916667,3.4875
100068,34.1875,-5.695833333
100069,34.19583333,2.120833333
100070,34.20416667,-3.3375
100071,34.2875,-6.295833333
100072,34.30416667,-2.170833333
100073,34.3875,-2.879166667
100074,34.4375,10.34583333
100075,34.47916667,-5.495833333
100076,34.57083333,-2.495833333
100077,34.64583333,3.204166667
100078,34.77916667,-5.5625
100079,34.8125,0.204166667
100080,34.82083333,0.0875
100081,34.82916667,-1.820833333
100082,34.8625,10.85416667
100083,34.89583333,10.67916667
100084,34.9125,5.695833333
100085,34.92916667,-2.7375
100086,34.95416667,-2.104166667
100087,35.12916667,-1.4375
100088,35.12916667,-6.170833333
100089,35.14583333,-5.2625
100090,35.20416667,4.195833333
100091,35.22083333,8.754166667
100092,35.22083333,-6.095833333
100093,35.24583333,-1.1125
100094,35.2625,7.770833333
100095,35.2625,2.320833333
100096,35.27083333,6.254166667
100097,35.27083333,1.395833333
100098,35.27916667,-1.429166667
100099,35.35416667,8.170833333
100100,35.35416667,8.004166667
100101,35.37916667,5.245833333
100102,35.4125,5.9625
100103,35.4125,0.3625
100104,35.4375,-6.020833333
100105,35.50416667,10.90416667
100106,35.5125,6.970833333
100107,35.52916667,-0.1625
100108,35.5375,-5.295833333
100109,35.5625,6.2625
100110,35.57083333,0.054166667
100111,35.60416667,1.895833333
100112,35.62083333,4.554166667
100113,35.62916667,6.1125
100114,35.6375,-0.4625
100115,35.65416667,10.65416667
100116,35.67083333,4.454166667
100117,35.67083333,-5.7875
100118,35.67916667,0.604166667
100119,35.72083333,1.5625
100120,35.77916667,10.0625
100121,35.79583333,7.3875
100122,35.80416667,-5.395833333
100123,35.80416667,-5.9125
100124,35.8125,1.479166667
100125,35.82916667,4.5625
100126,35.8625,2.770833333
100127,35.87083333,10.44583333
100128,35.87916667,0.229166667
100129,35.89583333,-0.370833333
100130,35.94583333,8.145833333
100131,35.97916667,6.520833333
100132,36.02916667,0.1375
100133,36.05416667,7.770833333
100134,36.0625,-5.479166667
